Date,StockName,CurrentPrice,Sector,MarketCap,Volume,PERatio,DividendYield,Momentum,Volatility,RelativeStrength,MarketMovementClass
2023-01-31,FinanceStock3,108.82,Finance,6266754256.93,192990.01,7.68,0.0483,0.14,0.1589,22.68,4
2023-02-01,FinanceStock3,108.82,Finance,971798239.5,447415.37,12.35,0.0148,-0.48,0.1255,5.12,4
2023-02-02,FinanceStock3,108.82,Finance,5621448669.68,488461.34,22.23,0.0671,0.02,0.1172,6.2,4
2023-02-03,FinanceStock3,104.47,Finance,6039438599.31,570358.24,44.51,0.0446,0.18,0.1337,64.56,2
2023-02-04,FinanceStock3,97.15,Finance,9195638106.52,843743.72,18.35,0.0062,-0.09,0.0081,12.33,1
2023-02-05,FinanceStock3,97.15,Finance,2461749314.16,364558.32,49.53,0.0547,0.98,0.2106,7.68,4
2023-02-06,FinanceStock3,82.58,Finance,5563664438.1,645401.32,23.49,0.0392,-0.36,0.0064,33.54,0
2023-02-07,FinanceStock3,80.93,Finance,869494642.59,957153.23,31.97,0.0583,-0.92,0.1598,23.69,2
2023-02-08,FinanceStock3,77.69,Finance,1454702059.85,799538.9,35.49,0.0438,0.82,0.0048,7.27,2
2023-02-09,FinanceStock3,76.14,Finance,2713832316.88,784601.55,49.66,0.0193,0.05,0.0051,22.47,2
2023-01-01,FinanceStock4,205.67,Finance,20123833882.97,189082.98,40.96,0.0267,-0.55,0.1599,57.84,4
2023-01-02,FinanceStock4,207.73,Finance,16745587296.42,867758.95,7.68,0.0554,-0.25,0.107,54.86,5
2023-01-03,FinanceStock4,207.73,Finance,10893668357.81,996561.05,11.08,0.054,-1.0,0.0284,15.87,4
2023-01-04,FinanceStock4,213.96,Finance,18845853673.83,907971.54,49.62,0.0167,1.37,0.1169,48.38,6
2023-01-05,FinanceStock4,213.96,Finance,7793189918.04,597842.83,30.9,0.0129,2.57,0.1358,57.03,4
2023-01-06,FinanceStock4,209.68,Finance,15618162354.85,34947.1,20.97,0.0624,-1.62,0.0434,69.5,2
2023-01-07,FinanceStock4,209.68,Finance,16738547483.69,737674.93,32.45,0.0391,-0.4,0.0612,41.91,4
2023-01-08,FinanceStock4,209.68,Finance,10873514068.08,295302.68,5.29,0.0397,0.99,0.0908,2.39,4
2023-01-09,FinanceStock4,209.68,Finance,19753325166.5,182665.17,26.22,0.0073,0.85,0.2121,40.74,4
2023-01-10,FinanceStock4,209.68,Finance,18821274877.48,204331.36,6.02,0.0689,0.94,0.0185,59.69,4
2023-01-11,FinanceStock4,211.78,Finance,9220370415.08,752361.33,46.09,0.0458,-0.57,0.079,19.86,5
2023-01-12,FinanceStock4,207.54,Finance,6503405362.55,559582.45,31.46,0.0341,-0.73,0.02,8.78,2
2023-01-13,FinanceStock4,203.39,Finance,10635338741.03,221854.73,17.75,0.032,1.34,0.1183,79.87,2
2023-01-14,FinanceStock4,209.49,Finance,627152599.57,162245.87,44.88,0.0367,1.9,0.0754,67.91,6
2023-01-15,FinanceStock4,215.78,Finance,21512766775.8,722955.89,17.92,0.0704,-0.28,0.0451,22.07,6
2023-01-16,FinanceStock4,207.15,Finance,17825527102.36,505057.68,35.37,0.0191,0.79,0.0786,31.26,2
2023-01-17,FinanceStock4,207.15,Finance,4507406814.67,976795.41,34.05,0.0748,1.0,0.0701,76.59,4
2023-01-18,FinanceStock4,207.15,Finance,20010151943.68,399619.78,10.88,0.0537,0.53,0.1622,20.68,4
2023-01-19,FinanceStock4,207.15,Finance,6609431721.18,433191.86,34.03,0.0596,-0.5,0.1418,26.92,4
2023-01-20,FinanceStock4,203.01,Finance,15947141535.77,910160.17,21.66,0.0601,-1.51,0.1157,6.24,2
2023-01-21,FinanceStock4,203.01,Finance,2393907966.92,256054.42,19.26,0.0647,-0.38,0.0717,85.87,4
2023-01-22,FinanceStock4,205.04,Finance,15726294968.67,155228.16,36.06,0.0756,-1.13,0.123,50.06,5
2023-01-23,FinanceStock4,205.04,Finance,10568843619.49,128753.41,19.04,0.0642,-0.13,0.0341,66.23,4
2023-01-24,FinanceStock4,205.04,Finance,16686317825.95,946292.21,19.08,0.0687,0.4,0.0722,74.2,4
2023-01-25,FinanceStock4,205.04,Finance,5326643416.49,874312.72,12.6,0.0043,-0.2,0.1807,84.91,4
2023-01-26,FinanceStock4,205.04,Finance,3620836509.22,838077.77,29.7,0.0151,0.09,0.1807,60.43,4
2023-01-27,FinanceStock4,205.04,Finance,17026576323.56,831267.09,36.92,0.0084,0.47,0.0937,69.7,4
2023-01-28,FinanceStock4,205.04,Finance,18053082583.49,728117.88,10.07,0.0326,0.07,0.0187,63.14,4
2023-01-29,FinanceStock4,200.93,Finance,5150030245.71,942637.64,18.42,0.062,-1.02,0.0303,1.07,2
2023-01-30,FinanceStock4,200.93,Finance,19611634463.89,375444.83,21.07,0.0275,-2.72,0.0943,87.99,4
2023-01-31,FinanceStock4,200.93,Finance,10301517630.66,146987.88,49.22,0.02,0.21,0.0562,59.54,4
2023-02-01,FinanceStock4,200.93,Finance,8599402113.53,787213.28,13.81,0.0656,-1.0,0.1827,45.8,4
2023-02-02,FinanceStock4,196.92,Finance,14859136465.01,517745.99,19.44,0.0477,-0.0,0.0021,92.07,2
2023-02-03,FinanceStock4,196.92,Finance,1263911908.79,212199.69,23.84,0.0176,0.48,0.068,16.78,4
2023-02-04,FinanceStock4,189.04,Finance,1454254203.44,726788.9,46.8,0.0344,0.03,0.1042,34.88,2
2023-02-05,FinanceStock4,189.04,Finance,11817169195.01,721530.93,9.98,0.0028,-0.11,0.0454,80.24,4
2023-02-06,FinanceStock4,189.04,Finance,8501879739.39,678830.91,27.9,0.0689,-0.21,0.1504,98.88,4
2023-02-07,FinanceStock4,189.04,Finance,18658681432.38,757023.67,16.19,0.0431,0.29,0.0563,34.56,4
2023-02-08,FinanceStock4,160.68,Finance,6579117618.56,242406.88,41.85,0.027,-1.06,0.079,23.36,0
2023-02-09,FinanceStock4,154.26,Finance,3011895217.85,559994.07,18.11,0.0334,0.92,0.0301,90.53,2
2023-01-01,FinanceStock5,251.55,Finance,2911243447.95,953868.85,7.71,0.0238,-1.04,0.1172,16.43,4
2023-01-02,FinanceStock5,251.55,Finance,3302155152.06,638557.59,10.57,0.0056,0.18,0.1303,7.79,4
2023-01-03,FinanceStock5,269.16,Finance,6849827014.38,861048.89,12.6,0.0683,0.01,0.0326,76.94,7
2023-01-04,FinanceStock5,277.23,Finance,25231170237.14,821428.62,44.97,0.0159,-0.99,0.1016,37.71,6
2023-01-05,FinanceStock5,277.23,Finance,15223083333.87,168280.97,36.11,0.0134,0.03,0.1969,79.64,4
2023-01-06,FinanceStock5,277.23,Finance,17994551212.39,164215.53,29.62,0.007,-1.26,0.1793,3.98,4
2023-01-07,FinanceStock5,271.69,Finance,25975843227.5,954096.28,20.85,0.0034,-0.4,0.1184,94.78,2
2023-01-08,FinanceStock5,260.82,Finance,19975694094.18,117595.71,49.16,0.0305,-0.67,0.1172,62.77,2
2023-01-09,FinanceStock5,255.6,Finance,3950628748.21,938683.5,46.29,0.071,1.18,0.0481,6.9,2
2023-01-10,FinanceStock5,255.6,Finance,8193782318.19,639288.87,21.02,0.0119,1.24,0.038,38.21,4
2023-01-11,FinanceStock5,245.38,Finance,5023439005.68,245108.47,18.5,0.0514,1.61,0.0828,36.25,2
2023-01-12,FinanceStock5,247.83,Finance,5255222826.26,474350.34,41.04,0.0144,1.3,0.1107,2.53,5
2023-01-13,FinanceStock5,247.83,Finance,8003532010.56,65183.45,32.44,0.0193,-0.72,0.0195,14.72,4
2023-01-14,FinanceStock5,242.88,Finance,2401123492.43,911718.0,5.27,0.0387,-0.37,0.0728,92.61,2
2023-01-15,FinanceStock5,238.02,Finance,22996775213.38,213736.43,38.37,0.0437,0.14,0.0996,53.46,2
2023-01-16,FinanceStock5,233.26,Finance,4071927058.57,917324.26,19.75,0.0298,-0.74,0.1192,95.21,2
2023-01-17,FinanceStock5,233.26,Finance,14029454169.27,882086.21,7.23,0.0206,-1.53,0.0196,74.39,4
2023-01-18,FinanceStock5,240.26,Finance,10319789608.13,348711.27,48.27,0.0356,-2.2,0.0162,90.95,6
2023-01-19,FinanceStock5,240.26,Finance,18368868384.64,813688.65,20.38,0.0347,-0.39,0.1002,79.39,4
2023-01-20,FinanceStock5,247.46,Finance,15515458327.84,744211.01,41.23,0.0676,-0.56,0.013,40.19,6
2023-01-21,FinanceStock5,247.46,Finance,11280571666.1,751473.52,21.06,0.0508,0.59,0.0737,54.57,4
2023-01-22,FinanceStock5,242.51,Finance,7250999148.58,751122.62,26.72,0.0173,-0.09,0.0548,47.51,2
2023-01-23,FinanceStock5,244.94,Finance,12976888665.12,710206.12,16.35,0.0357,-0.26,0.0336,0.09,5
2023-01-24,FinanceStock5,227.79,Finance,22267125920.38,249930.16,34.85,0.0671,-1.18,0.0172,72.81,1
2023-01-25,FinanceStock5,227.79,Finance,16718678330.7,772049.16,48.89,0.0459,1.25,0.1333,6.84,4
2023-01-26,FinanceStock5,230.07,Finance,2949229421.42,334564.41,41.71,0.0478,-0.6,0.239,85.45,5
2023-01-27,FinanceStock5,230.07,Finance,20038199930.12,97253.09,39.96,0.0678,-0.28,0.1279,16.55,4
2023-01-28,FinanceStock5,230.07,Finance,12423760198.95,638970.11,13.84,0.0169,-0.09,0.024,55.97,4
2023-01-29,FinanceStock5,232.37,Finance,15574975940.46,441042.36,47.89,0.0575,0.05,0.0769,25.89,5
2023-01-30,FinanceStock5,223.08,Finance,16258450993.76,130089.97,18.62,0.0426,2.02,0.1291,16.63,2
2023-01-31,FinanceStock5,223.08,Finance,13853633172.16,970120.68,37.74,0.0738,0.51,0.1447,19.2,4
2023-02-01,FinanceStock5,223.08,Finance,13990234584.52,606444.48,27.04,0.0423,0.24,0.2082,19.76,4
2023-02-02,FinanceStock5,225.31,Finance,4369167057.14,94116.63,24.63,0.0527,-1.69,0.0471,55.82,5
2023-02-03,FinanceStock5,225.31,Finance,21033441843.04,923418.69,27.61,0.0262,-2.08,0.032,92.05,4
2023-02-04,FinanceStock5,209.54,Finance,11677221572.64,743256.95,26.83,0.0068,0.02,0.0473,61.42,1
2023-02-05,FinanceStock5,205.35,Finance,10034516390.52,434858.0,8.37,0.0085,-0.49,0.0633,19.5,2
2023-02-06,FinanceStock5,205.35,Finance,15833425379.26,71327.05,30.96,0.0095,-0.08,0.0579,84.4,4
2023-02-07,FinanceStock5,201.24,Finance,8602892806.77,49523.31,25.21,0.0462,-1.85,0.0784,31.55,2
2023-02-08,FinanceStock5,193.19,Finance,7208497741.99,108499.72,39.5,0.0773,1.6,0.0802,28.52,2
2023-02-09,FinanceStock5,193.19,Finance,8907847753.73,487197.17,39.1,0.0226,0.52,0.0222,5.62,4
2023-01-01,FinanceStock6,255.4,Finance,15688161805.02,550943.0,16.24,0.0275,0.19,0.1145,51.47,6
2023-01-02,FinanceStock6,245.18,Finance,634237985.91,964048.34,21.96,0.0483,0.24,0.054,93.26,2
2023-01-03,FinanceStock6,245.18,Finance,3306403676.21,585904.31,39.49,0.0325,0.33,0.084,89.92,4
2023-01-04,FinanceStock6,245.18,Finance,3431960336.26,316594.79,14.08,0.0727,0.76,0.1127,30.1,4
2023-01-05,FinanceStock6,240.28,Finance,18234524571.82,479416.37,15.16,0.0493,-0.09,0.0246,46.86,2
2023-01-06,FinanceStock6,230.67,Finance,22716443789.45,217006.39,10.87,0.0163,-0.41,0.1471,56.54,2
2023-01-07,FinanceStock6,214.52,Finance,945762864.99,451367.29,41.75,0.0708,0.08,0.0859,91.32,1
2023-01-08,FinanceStock6,214.52,Finance,17832570621.05,142358.7,47.09,0.0601,0.17,0.0417,36.34,4
2023-01-09,FinanceStock6,220.96,Finance,6248926889.89,338850.8,36.54,0.0612,0.65,0.0811,6.38,6
2023-01-10,FinanceStock6,220.96,Finance,6406396621.71,311445.52,49.23,0.0514,1.21,0.0493,43.45,4
2023-01-11,FinanceStock6,223.17,Finance,4214534018.48,948209.32,14.84,0.0261,-0.59,0.1418,60.82,5
2023-01-12,FinanceStock6,223.17,Finance,16624756171.48,236047.94,7.63,0.024,-1.27,0.0098,35.48,4
2023-01-13,FinanceStock6,223.17,Finance,1491156890.18,587474.18,44.8,0.0121,1.68,0.1,41.93,4
2023-01-14,FinanceStock6,223.17,Finance,9297686001.84,509590.92,5.33,0.0553,-0.28,0.0098,36.83,4
2023-01-15,FinanceStock6,238.79,Finance,10185043682.31,506925.95,45.95,0.0574,1.34,0.0369,86.44,7
2023-01-16,FinanceStock6,238.79,Finance,11470398575.39,392190.43,48.5,0.0558,-0.77,0.0035,54.97,4
2023-01-17,FinanceStock6,238.79,Finance,20988873379.19,211954.66,42.19,0.0446,-1.86,0.0112,46.94,4
2023-01-18,FinanceStock6,241.18,Finance,7521196813.15,200749.63,10.81,0.0238,-0.15,0.1508,22.75,5
2023-01-19,FinanceStock6,236.35,Finance,8021880907.08,940525.13,20.44,0.079,-1.33,0.0061,89.11,2
2023-01-20,FinanceStock6,236.35,Finance,16841933043.65,983874.47,7.26,0.0077,-0.97,0.0982,18.43,4
2023-01-21,FinanceStock6,219.81,Finance,695215780.44,776740.75,11.05,0.0374,-1.31,0.1934,2.71,1
2023-01-22,FinanceStock6,219.81,Finance,448587263.47,764271.0,45.2,0.0346,-1.71,0.2638,38.92,4
2023-01-23,FinanceStock6,222.01,Finance,19869462173.76,342458.2,32.68,0.0742,0.01,0.0561,45.28,5
2023-01-24,FinanceStock6,217.57,Finance,20870785592.16,151386.16,31.09,0.0226,-0.68,0.1572,99.88,2
2023-01-25,FinanceStock6,208.86,Finance,12171672636.95,91746.44,11.95,0.0352,-1.7,0.0074,31.65,2
2023-01-26,FinanceStock6,200.51,Finance,6219548481.42,966892.85,47.51,0.0268,0.85,0.0147,0.62,2
2023-01-27,FinanceStock6,202.51,Finance,19216300965.66,100412.48,12.27,0.0769,-0.32,0.0025,25.76,5
2023-01-28,FinanceStock6,202.51,Finance,14094590641.85,735828.77,49.79,0.023,1.99,0.228,40.56,4
2023-01-29,FinanceStock6,198.46,Finance,19403474867.39,854784.01,27.42,0.0483,0.24,0.1521,69.5,2
2023-01-30,FinanceStock6,198.46,Finance,19655530613.84,615228.24,21.69,0.0618,-0.4,0.1131,34.7,4
2023-01-31,FinanceStock6,198.46,Finance,15558829495.65,489331.3,40.73,0.0461,1.07,0.0547,23.83,4
2023-02-01,FinanceStock6,194.49,Finance,9908690569.24,268240.75,5.41,0.0519,-2.9,0.0591,96.7,2
2023-02-02,FinanceStock6,194.49,Finance,16819856089.43,148055.73,30.61,0.0694,1.63,0.0622,37.2,4
2023-02-03,FinanceStock6,186.71,Finance,8650903382.68,400534.6,44.02,0.0195,-0.75,0.1246,89.56,2
2023-02-04,FinanceStock6,199.79,Finance,8970442751.1,327787.08,28.67,0.055,0.94,0.09,5.17,7
2023-02-05,FinanceStock6,185.8,Finance,7291256988.22,359938.46,19.2,0.0393,-1.01,0.0586,30.95,1
2023-02-06,FinanceStock6,198.81,Finance,8290259770.68,450265.65,30.94,0.0787,0.78,0.111,71.6,7
2023-02-07,FinanceStock6,198.81,Finance,1942187614.43,680103.55,7.88,0.0477,-0.82,0.0683,84.16,4
2023-02-08,FinanceStock6,184.89,Finance,15630105863.6,465725.76,14.79,0.0107,-0.57,0.112,62.02,1
2023-02-09,FinanceStock6,184.89,Finance,2484677916.46,296830.7,15.74,0.0171,1.65,0.0718,21.75,4
2023-01-01,FinanceStock7,189.67,Finance,18525175410.22,955119.69,41.01,0.0193,-0.2,0.0465,26.68,4
2023-01-02,FinanceStock7,189.67,Finance,14793530386.71,859739.71,43.02,0.0288,-1.13,0.1128,6.09,4
2023-01-03,FinanceStock7,189.67,Finance,374210428.03,415090.76,19.82,0.0555,-0.76,0.1036,81.16,4
2023-01-04,FinanceStock7,185.88,Finance,8399194997.72,729748.34,36.18,0.079,0.68,0.1154,60.97,2
2023-01-05,FinanceStock7,191.46,Finance,3155159528.05,754280.18,30.57,0.022,-2.06,0.0317,57.93,6
2023-01-06,FinanceStock7,193.37,Finance,11091941419.3,635405.19,28.34,0.0041,-0.05,0.1582,31.02,5
2023-01-07,FinanceStock7,189.5,Finance,9647423016.17,329581.7,16.61,0.0371,0.4,0.0716,10.62,2
2023-01-08,FinanceStock7,189.5,Finance,15347404317.36,770086.97,10.13,0.0515,0.28,0.1195,64.64,4
2023-01-09,FinanceStock7,189.5,Finance,10108459144.78,44033.09,33.75,0.0065,-1.74,0.0546,54.54,4
2023-01-10,FinanceStock7,181.92,Finance,12638654882.97,797061.42,12.35,0.0083,-2.37,0.2042,10.67,2
2023-01-11,FinanceStock7,181.92,Finance,15814889680.91,829904.01,33.17,0.006,-0.61,0.0404,26.0,4
2023-01-12,FinanceStock7,181.92,Finance,17165362405.21,614272.3,42.57,0.0568,0.32,0.0533,27.51,4
2023-01-13,FinanceStock7,181.92,Finance,6322763412.69,997695.54,16.86,0.0223,1.08,0.0943,83.64,4
2023-01-14,FinanceStock7,194.66,Finance,18995543178.48,74623.99,41.98,0.0517,-0.88,0.0349,65.02,7
2023-01-15,FinanceStock7,208.28,Finance,19010016150.62,444739.35,6.8,0.029,0.54,0.0876,45.93,7
2023-01-16,FinanceStock7,199.95,Finance,8650433693.33,474334.69,46.78,0.0513,0.26,0.195,6.61,2
2023-01-17,FinanceStock7,213.95,Finance,7840342131.13,483088.68,20.99,0.0546,1.26,0.0946,26.81,7
2023-01-18,FinanceStock7,213.95,Finance,2866882603.5,658954.87,6.79,0.0478,-1.78,0.223,7.7,4
2023-01-19,FinanceStock7,213.95,Finance,17608964094.62,252208.5,23.96,0.0671,-0.34,0.05,55.06,4
2023-01-20,FinanceStock7,209.67,Finance,2324396009.98,912009.3,41.92,0.0608,-1.94,0.0761,54.65,2
2023-01-21,FinanceStock7,201.28,Finance,15278973196.21,586610.73,13.4,0.0151,1.15,0.0297,1.75,2
2023-01-22,FinanceStock7,187.19,Finance,10801830970.08,821300.73,19.7,0.028,-1.55,0.0662,2.66,1
2023-01-23,FinanceStock7,187.19,Finance,11781801858.21,584948.44,38.38,0.054,-0.58,0.1156,12.61,4
2023-01-24,FinanceStock7,179.71,Finance,12209781571.92,860014.11,48.32,0.0503,0.32,0.1284,61.83,2
2023-01-25,FinanceStock7,179.71,Finance,12691583313.13,836113.67,7.53,0.0598,-0.46,0.0757,64.04,4
2023-01-26,FinanceStock7,179.71,Finance,17222795372.04,43089.34,31.09,0.0133,-0.85,0.0553,23.54,4
2023-01-27,FinanceStock7,179.71,Finance,16455368518.87,219597.23,11.49,0.0607,0.88,0.0001,14.66,4
2023-01-28,FinanceStock7,179.71,Finance,4322816050.41,165192.82,35.75,0.0475,-0.81,0.1077,44.8,4
2023-01-29,FinanceStock7,179.71,Finance,17687463061.76,299326.47,18.27,0.0284,-1.58,0.0413,91.53,4
2023-01-30,FinanceStock7,176.11,Finance,15794661019.85,112440.31,34.55,0.0726,0.66,0.007,67.68,2
2023-01-31,FinanceStock7,176.11,Finance,3459166208.81,310697.7,9.19,0.0115,-0.18,0.0913,79.56,4
2023-02-01,FinanceStock7,169.07,Finance,2350318340.14,646994.66,13.87,0.0078,-0.49,0.1074,65.58,2
2023-02-02,FinanceStock7,169.07,Finance,11502503653.7,685844.44,33.29,0.0213,-0.05,0.0551,89.1,4
2023-02-03,FinanceStock7,169.07,Finance,14101297313.39,991708.1,12.36,0.0553,0.74,0.0638,10.7,4
2023-02-04,FinanceStock7,169.07,Finance,15403567878.04,389005.06,33.38,0.0344,-1.82,0.0598,76.21,4
2023-02-05,FinanceStock7,174.14,Finance,16392430324.12,183033.47,44.36,0.059,-0.1,0.0057,26.8,6
2023-02-06,FinanceStock7,179.36,Finance,11422667702.47,723844.11,16.57,0.0576,-0.08,0.03,62.68,6
2023-02-07,FinanceStock7,172.19,Finance,14201638836.94,242680.99,34.35,0.0324,-0.9,0.0219,1.69,2
2023-02-08,FinanceStock7,177.35,Finance,4911529890.0,821480.23,49.97,0.0169,0.85,0.1229,96.54,6
2023-02-09,FinanceStock7,182.67,Finance,9277071088.16,797159.18,11.11,0.0782,-0.6,0.0299,27.17,6
2023-01-01,FinanceStock8,409.82,Finance,3996261444.3,348803.27,49.16,0.0504,-1.19,0.0298,98.62,4
2023-01-02,FinanceStock8,413.92,Finance,11948218968.7,79368.01,7.55,0.0096,0.73,0.0137,49.67,5
2023-01-03,FinanceStock8,418.06,Finance,18872193895.79,711497.71,37.93,0.0139,1.36,0.1379,7.07,5
2023-01-04,FinanceStock8,418.06,Finance,22552075469.85,996262.25,26.35,0.0653,1.37,0.0315,59.54,4
2023-01-05,FinanceStock8,422.24,Finance,17600205311.13,608261.38,33.35,0.0334,-0.73,0.067,73.6,5
2023-01-06,FinanceStock8,422.24,Finance,21575606765.72,170885.95,48.19,0.0681,-0.27,0.1037,76.24,4
2023-01-07,FinanceStock8,405.35,Finance,751221613.05,29773.2,31.4,0.0364,-0.24,0.0009,42.27,2
2023-01-08,FinanceStock8,405.35,Finance,18170349537.73,734897.01,15.49,0.0651,-1.36,0.0415,23.67,4
2023-01-09,FinanceStock8,405.35,Finance,33710268652.14,421471.5,16.62,0.0694,-0.6,0.1948,48.79,4
2023-01-10,FinanceStock8,397.24,Finance,25047347564.17,365155.09,49.8,0.0384,2.77,0.0593,91.68,2
2023-01-11,FinanceStock8,401.21,Finance,18320104614.63,721512.27,31.38,0.0394,-0.16,0.1374,24.58,5
2023-01-12,FinanceStock8,413.25,Finance,14135282598.72,952741.37,28.99,0.0505,-1.07,0.0125,37.58,6
2023-01-13,FinanceStock8,396.72,Finance,24863331659.76,452405.45,40.01,0.0176,-0.32,0.1158,92.66,2
2023-01-14,FinanceStock8,396.72,Finance,16850006512.67,522099.45,8.79,0.0788,-1.23,0.0958,58.58,4
2023-01-15,FinanceStock8,380.85,Finance,36796893958.44,183037.14,34.16,0.0196,0.93,0.0732,67.34,2
2023-01-16,FinanceStock8,380.85,Finance,34030632412.96,87840.44,19.89,0.0199,0.9,0.113,21.21,4
2023-01-17,FinanceStock8,373.23,Finance,10766714515.44,417016.01,15.54,0.0016,-1.27,0.1247,0.71,2
2023-01-18,FinanceStock8,373.23,Finance,30873286849.6,155142.22,12.18,0.0632,-0.48,0.0124,62.25,4
2023-01-19,FinanceStock8,373.23,Finance,13997649658.99,772034.1,41.49,0.032,-0.12,0.0588,77.18,4
2023-01-20,FinanceStock8,373.23,Finance,33537106513.45,908683.63,8.93,0.0749,0.49,0.0548,20.09,4
2023-01-21,FinanceStock8,376.97,Finance,32103545624.51,296258.83,47.85,0.004,0.13,0.1178,57.58,5
2023-01-22,FinanceStock8,376.97,Finance,1010245716.45,960763.11,7.01,0.0114,0.04,0.0274,93.23,4
2023-01-23,FinanceStock8,376.97,Finance,31078180754.22,23148.39,29.39,0.0368,-0.79,0.0002,68.44,4
2023-01-24,FinanceStock8,376.97,Finance,28931984359.54,490437.73,11.72,0.0519,0.13,0.0119,61.31,4
2023-01-25,FinanceStock8,369.43,Finance,35565179021.58,523181.81,8.28,0.0501,0.77,0.0624,81.78,2
2023-01-26,FinanceStock8,395.29,Finance,20035092454.45,460407.31,38.91,0.0106,2.0,0.2028,8.95,7
2023-01-27,FinanceStock8,395.29,Finance,33787128576.77,857592.09,9.47,0.0073,0.58,0.037,12.89,4
2023-01-28,FinanceStock8,395.29,Finance,4354229461.17,626906.48,21.02,0.0631,0.66,0.1265,23.57,4
2023-01-29,FinanceStock8,395.29,Finance,34585183026.7,135533.78,44.0,0.0475,-0.2,0.1029,16.09,4
2023-01-30,FinanceStock8,395.29,Finance,30092293730.78,114738.56,27.78,0.0652,0.02,0.0738,95.03,4
2023-01-31,FinanceStock8,395.29,Finance,15821257327.47,849721.1,27.18,0.0378,1.21,0.0034,83.19,4
2023-02-01,FinanceStock8,395.29,Finance,13438406365.52,497008.74,30.77,0.0191,-0.07,0.1455,33.4,4
2023-02-02,FinanceStock8,379.47,Finance,9352399749.46,949788.36,18.73,0.0135,-1.89,0.0386,3.52,2
2023-02-03,FinanceStock8,379.47,Finance,20820525304.89,556195.25,21.05,0.0358,-0.1,0.0377,25.82,4
2023-02-04,FinanceStock8,371.88,Finance,17225221814.58,761924.95,14.27,0.0567,-0.06,0.0336,77.59,2
2023-02-05,FinanceStock8,371.88,Finance,21126768617.41,212929.44,38.39,0.0042,-0.36,0.0415,87.44,4
2023-02-06,FinanceStock8,371.88,Finance,26978637447.09,326033.04,45.77,0.0101,-0.03,0.1329,8.19,4
2023-02-07,FinanceStock8,364.45,Finance,34415791802.48,976724.76,21.93,0.0739,-1.71,0.0332,70.24,2
2023-02-08,FinanceStock8,364.45,Finance,36052354432.89,272396.81,35.24,0.0042,0.05,0.149,30.01,4
2023-02-09,FinanceStock8,357.16,Finance,10422876458.76,382211.51,39.03,0.0432,-0.2,0.0882,93.32,2
2023-01-01,FinanceStock9,325.55,Finance,15356569692.01,368049.42,9.88,0.0701,-0.56,0.0479,51.23,5
2023-01-02,FinanceStock9,325.55,Finance,20471937627.04,946725.03,31.09,0.0432,0.87,0.0949,13.61,4
2023-01-03,FinanceStock9,328.81,Finance,5367369003.34,308163.83,16.2,0.0298,-0.08,0.1685,40.74,5
2023-01-04,FinanceStock9,351.82,Finance,2299760610.39,150759.56,7.38,0.0501,3.08,0.136,56.16,7
2023-01-05,FinanceStock9,344.79,Finance,7092709297.22,325629.15,31.71,0.0168,-0.68,0.0968,13.56,2
2023-01-06,FinanceStock9,330.99,Finance,23184753201.17,646378.53,40.22,0.075,-0.85,0.0475,24.34,2
2023-01-07,FinanceStock9,334.3,Finance,7261528205.0,81797.09,36.65,0.0322,0.23,0.0636,9.04,5
2023-01-08,FinanceStock9,344.33,Finance,9158299116.38,343840.37,23.1,0.0041,-1.06,0.001,40.1,6
2023-01-09,FinanceStock9,344.33,Finance,26689699986.45,805138.81,11.9,0.0293,-1.03,0.0373,79.85,4
2023-01-10,FinanceStock9,344.33,Finance,6834263436.35,373054.69,9.76,0.0503,-0.52,0.1325,57.86,4
2023-01-11,FinanceStock9,354.66,Finance,19810030037.27,182753.5,22.04,0.0675,1.35,0.1293,86.68,6
2023-01-12,FinanceStock9,358.21,Finance,32976643755.39,103900.7,29.49,0.0592,0.59,0.1414,16.68,5
2023-01-13,FinanceStock9,358.21,Finance,25895385010.1,95274.41,25.87,0.0139,1.1,0.2191,61.96,4
2023-01-14,FinanceStock9,358.21,Finance,30015454094.37,223308.28,10.42,0.0681,0.0,0.123,98.14,4
2023-01-15,FinanceStock9,343.88,Finance,10661544163.21,641842.17,20.75,0.0743,0.08,0.0728,59.09,2
2023-01-16,FinanceStock9,343.88,Finance,9047859978.35,370920.76,42.97,0.0156,0.24,0.1253,76.22,4
2023-01-17,FinanceStock9,343.88,Finance,7408465873.47,573124.61,44.05,0.0346,-0.05,0.0503,14.28,4
2023-01-18,FinanceStock9,343.88,Finance,32743926054.05,326523.64,44.06,0.0705,-0.66,0.0236,72.46,4
2023-01-19,FinanceStock9,343.88,Finance,26997969869.72,448228.3,26.84,0.0622,-1.01,0.2086,37.62,4
2023-01-20,FinanceStock9,343.88,Finance,18249365981.97,810711.45,21.28,0.0419,-1.2,0.0887,27.75,4
2023-01-21,FinanceStock9,354.2,Finance,25725394762.7,581414.81,34.15,0.0023,0.19,0.2392,54.57,6
2023-01-22,FinanceStock9,354.2,Finance,3211131939.44,201405.84,47.78,0.0327,-0.66,0.0049,3.76,4
2023-01-23,FinanceStock9,354.2,Finance,19222827306.97,513618.92,15.94,0.0596,-0.42,0.0453,46.07,4
2023-01-24,FinanceStock9,347.11,Finance,8851011037.76,648785.27,34.29,0.066,-0.73,0.0142,27.37,2
