Age_Group,Income_Level,Primary_Financial_Goal,Risk_Tolerance,Stocks,Bonds,Real Estate,Mutual Funds,ETFs,Cryptocurrency,Recommended_Strategy
56-65,50k-100k,Wealth Accumulation,Aggressive,0.5318156273876281,0.9345490473131802,0.32752460364761804,0.48169851699729715,0.8003330780368432,0.12449568576866421,Conservative Growth
26-35,0-50k,Education,Moderate-Conservative,0.26755396002976406,0.298903595703631,0.7687232830454945,0.11811136837296965,0.6439021160609912,0.5255856308840144,Low-Risk Preservation
56-65,50k-100k,Education,Balanced,0.47784579488876877,0.44596897456461904,0.676453628950291,0.1627956555810215,0.04632284066595105,0.06280967088046241,Low-Risk Preservation
36-45,100k-150k,Debt Reduction,Conservative,0.2309634355160901,0.2966485799481211,0.997485034721675,0.6458999163769564,0.3510981725334843,0.7223857109072311,Aggressive Growth
46-55,150k+,Wealth Accumulation,Balanced,0.38878789810585124,0.602373454783793,0.8651035596887852,0.4809006914901204,0.3600485822985272,0.9056824692418429,Balanced Growth
56-65,0-50k,Education,Balanced,0.6883595527344656,0.6739840920054013,0.23869857733357092,0.09571790162231575,0.6204267424679,0.36646636987134007,Balanced Growth
18-25,0-50k,Education,Moderate-Conservative,0.07366552364849865,0.6611368678881359,0.6851790746894725,0.5001307554996061,0.763145619521845,0.08306314527603587,Balanced Growth
26-35,0-50k,Education,Moderate-Conservative,0.4546068534604961,0.1966316423268042,0.7788517823136073,0.8412142612647104,0.24590408818973541,0.2514454473071298,Low-Risk Preservation
26-35,0-50k,Home Purchase,Aggressive,0.1503287814990334,0.5253200774228779,0.8651924517948965,0.1289015074995118,0.6681482568777332,0.7532636636510862,Low-Risk Preservation
26-35,150k+,Home Purchase,Conservative,0.4574188746727711,0.6190910117571579,0.1374008588217137,0.3965805026189353,0.8044858327372324,0.051699059935411795,Low-Risk Preservation
18-25,150k+,Home Purchase,Conservative,0.5433330043656512,0.610064331572203,0.39507029540208594,0.3511393666308933,0.8372328257487238,0.6006091997622619,High-Risk Aggressive
26-35,150k+,Education,Moderate-Conservative,0.04354424232763465,0.2402211591341764,0.9034864984977387,0.4711598296011996,0.6519905775853662,0.29914563317543197,Balanced Growth
36-45,100k-150k,Debt Reduction,Aggressive,0.5033997170750537,0.0506289630249146,0.9784104285149187,0.1764284115720577,0.6093871468730553,0.9502104333692635,Balanced Growth
46-55,50k-100k,Retirement,Aggressive,0.3513236346480191,0.5511938675776199,0.3090805697288268,0.4119678866745824,0.7615317438933501,0.6805874472226432,High-Risk Aggressive
36-45,100k-150k,Debt Reduction,Aggressive,0.8393467795664729,0.2786417288170313,0.19611837305849755,0.43283577876151114,0.07553136671464977,0.12463017351400685,High-Risk Aggressive
18-25,0-50k,Retirement,Moderate-Aggressive,0.49306028120237033,0.8004676947618823,0.4471121304811807,0.2262952539753753,0.2219210914758778,0.2227267719694206,High-Risk Aggressive
26-35,100k-150k,Debt Reduction,Aggressive,0.3370566227575008,0.8334084564039387,0.6869004922519568,0.32754512080913045,0.6668866126230266,0.5037171573280886,Low-Risk Preservation
46-55,50k-100k,Wealth Accumulation,Moderate-Aggressive,0.2114524167429378,0.9303137207502135,0.6177109317983502,0.4711379532430674,0.4258859026940177,0.8626026174820253,Conservative Growth
65+,50k-100k,Retirement,Conservative,0.23837817094949532,0.5398313393682896,0.9920850813610117,0.6299137457185129,0.954374282052822,0.17758682085270472,Low-Risk Preservation
65+,50k-100k,Debt Reduction,Conservative,0.4296527422697243,0.49937323793202504,0.6150747406672709,0.7846846989274489,0.9779525884501538,0.48292989973182676,Conservative Growth
46-55,0-50k,Debt Reduction,Conservative,0.10005436431826065,0.8764202305124453,0.5866541283522653,0.45228070449984326,0.9064251631403947,0.288577642223669,Low-Risk Preservation
18-25,0-50k,Education,Moderate-Conservative,0.9351108497858466,0.7385516843811653,0.807538109865091,0.30512095488217184,0.4472497690757129,0.633154840618393,High-Risk Aggressive
26-35,150k+,Retirement,Balanced,0.312448351175592,0.4485042554759918,0.20863999251003884,0.296809754875589,0.6822765304315851,0.19151987756549405,Low-Risk Preservation
46-55,150k+,Debt Reduction,Balanced,0.7786800000148377,0.9981376813116332,0.08994926101503742,0.8128312369599294,0.3792954640492382,0.6430943673368514,Balanced Growth
56-65,0-50k,Home Purchase,Balanced,0.3498144062061481,0.670760451799342,0.0043805425302932965,0.7466185124293989,0.9825310400726008,0.5260725723873746,High-Risk Aggressive
46-55,150k+,Retirement,Conservative,0.7487561505478403,0.9353644309485619,0.5792499417864021,0.9745393228335582,0.2248159210794145,0.8367567701436256,Conservative Growth
18-25,150k+,Retirement,Conservative,0.9845979579034697,0.4899250595030539,0.5855086786111193,0.4360835297701202,0.35088893989018555,0.3270819803767162,Balanced Growth
18-25,0-50k,Wealth Accumulation,Moderate-Conservative,0.4327214533262741,0.44452026777520004,0.5314128851607482,0.05682684448335351,0.8812182311683506,0.7135116237285258,Low-Risk Preservation
65+,100k-150k,Home Purchase,Balanced,0.03081918003715145,0.5386133676763727,0.11747410025659766,0.36734270545263414,0.29418374268310477,0.8665793963786477,High-Risk Aggressive
46-55,50k-100k,Education,Conservative,0.6768431335145487,0.02049679315238373,0.9749026259896797,0.23129082032619752,0.5067129412261915,0.4978453213852425,Aggressive Growth
18-25,0-50k,Education,Aggressive,0.33880657437459305,0.055639270509923566,0.8670137242851641,0.6462351064876403,0.8384045629043843,0.22212693649006343,Aggressive Growth
26-35,100k-150k,Education,Balanced,0.6544728940882201,0.1306889051019794,0.5099770066645698,0.03746979044380361,0.6004830334760883,0.697818549963126,Aggressive Growth
26-35,0-50k,Debt Reduction,Aggressive,0.6705773968881278,0.28650782379073847,0.33483727274867325,0.4863860722811857,0.6205658319440044,0.8051283929103566,Low-Risk Preservation
46-55,150k+,Wealth Accumulation,Balanced,0.6492777552228388,0.9714448140701182,0.8691085831695677,0.585663633900693,0.06006285303423642,0.43047668293593244,High-Risk Aggressive
56-65,0-50k,Wealth Accumulation,Balanced,0.2627036352970482,0.6355851658202654,0.5058124915504483,0.7861694883848168,0.7270018517961937,0.9255648714614718,Balanced Growth
36-45,50k-100k,Retirement,Balanced,0.3967393285264882,0.5975033432958714,0.6186389676432473,0.3611696118092903,0.5205649194367437,0.9130422363926188,Aggressive Growth
36-45,0-50k,Education,Moderate-Conservative,0.8041499929033491,0.5232241975770208,0.5526510006919223,0.47605425197441253,0.7740272934992782,0.28099636046127796,Aggressive Growth
46-55,100k-150k,Education,Balanced,0.6553606711892772,0.3656866044220207,0.7217383418481848,0.5483801912843764,0.24080085632224923,0.4939523764028576,Conservative Growth
18-25,0-50k,Retirement,Aggressive,0.0755485414563648,0.4172352707196322,0.0730380956545611,0.6740620528108213,0.7103880372645783,0.8816243097485333,Balanced Growth
18-25,100k-150k,Education,Moderate-Aggressive,0.13519592590906981,0.7071636523067318,0.5664236969406035,0.3836003676044648,0.9654831715226998,0.3734016055227751,High-Risk Aggressive
18-25,50k-100k,Debt Reduction,Aggressive,0.3007587403356091,0.3175434454923044,0.79136498202705,0.7525763161776811,0.9115169400997453,0.49253240669694454,High-Risk Aggressive
36-45,100k-150k,Debt Reduction,Moderate-Aggressive,0.7642989207643012,0.7309089864352386,0.39377542804111243,0.3601539131949608,0.6568332873230126,0.7603154608424241,Low-Risk Preservation
46-55,0-50k,Home Purchase,Balanced,0.9056817457568148,0.2364698175939326,0.91829182062516,0.4049729231187973,0.24579326624200448,0.9070697235871973,Aggressive Growth
46-55,0-50k,Retirement,Moderate-Conservative,0.6397425659175296,0.9241232899384104,0.94739394504382,0.8634586137145742,0.7762985640022882,0.6207291973064407,Conservative Growth
46-55,100k-150k,Debt Reduction,Moderate-Aggressive,0.6668666593563537,0.4956523922495115,0.04859285991599649,0.23764942213691076,0.8284755989517278,0.6960240492432505,Balanced Growth
56-65,0-50k,Retirement,Moderate-Conservative,0.6596194712992647,0.08806277144703178,0.06640993840608866,0.9830764465098593,0.26763285577462326,0.15095983236803012,Aggressive Growth
26-35,150k+,Retirement,Balanced,0.25168421760386117,0.6366356631824083,0.5977502935705752,0.34324295199753885,0.7374581953743607,0.5560518201418033,Aggressive Growth
46-55,150k+,Debt Reduction,Conservative,0.26168133014291983,0.019656998479063992,0.8347544129000168,0.24067507665435128,0.29592431557621024,0.9502157920213866,Conservative Growth
46-55,0-50k,Wealth Accumulation,Conservative,0.4412956389614835,0.8265229866393523,0.41824938685183677,0.736786070046283,0.49406229172378424,0.88481489036,Conservative Growth
26-35,0-50k,Retirement,Aggressive,0.4534709192828079,0.6782844462761748,0.11243446622393238,0.04464484203774133,0.2285858193663982,0.6186826911083934,Conservative Growth
36-45,100k-150k,Debt Reduction,Moderate-Aggressive,0.46833284523867547,0.781393042388742,0.2875380929566471,0.09283986388699383,0.11152870334044729,0.045186490108216515,Balanced Growth
26-35,0-50k,Wealth Accumulation,Aggressive,0.46317596795298277,0.34850997183903876,0.06804118904432876,0.309426877820565,0.1800983812917606,0.016710283817532923,Balanced Growth
26-35,100k-150k,Wealth Accumulation,Moderate-Conservative,0.25694744825776905,0.46160237567888596,0.07246374404054445,0.06452178796559771,0.08904050576051481,0.7533280084728635,Balanced Growth
36-45,100k-150k,Debt Reduction,Moderate-Conservative,0.9991555167039373,0.992894518628092,0.046214549102847724,0.7886618279311254,0.24754964653459577,0.46925398142951746,Balanced Growth
65+,0-50k,Education,Balanced,0.80003083253299,0.8519310576065303,0.7168953814087048,0.3672937291513202,0.8274137450182908,0.07975582162872419,Aggressive Growth
18-25,100k-150k,Wealth Accumulation,Aggressive,0.3739023104918351,0.3603796086627675,0.14470434718727943,0.413160159761517,0.5011104205621797,0.43426659366610154,High-Risk Aggressive
36-45,150k+,Wealth Accumulation,Balanced,0.1579202324960587,0.08763796065017182,0.12597415321015137,0.054939800833389674,0.6045234847723054,0.7456790730995889,Aggressive Growth
46-55,100k-150k,Education,Balanced,0.115155087710469,0.4522940782322665,0.9988408804774396,0.3880750120895752,0.5249193302802544,0.09653400388475375,Conservative Growth
26-35,150k+,Retirement,Moderate-Aggressive,0.9829600509291733,0.10316242557655497,0.36506470458889295,0.6825467617166083,0.05492080551350742,0.2141952420062253,Balanced Growth
65+,150k+,Wealth Accumulation,Conservative,0.6072323156039627,0.4396498505983685,0.3999823833489454,0.05384793137693911,0.0531905514462826,0.10820196775701163,Aggressive Growth
26-35,100k-150k,Retirement,Moderate-Aggressive,0.348090992408424,0.5986704338310563,0.1434760792977865,0.9718001947818368,0.153746231348714,0.2612694582244056,Conservative Growth
56-65,50k-100k,Debt Reduction,Balanced,0.8810031937659243,0.1527745731448369,0.938278125808935,0.38163580302102174,0.19078386880933518,0.4073907226604945,High-Risk Aggressive
65+,50k-100k,Debt Reduction,Conservative,0.01699091128286523,0.8584472172436017,0.7084064963662614,0.06264887958349341,0.2414709815422097,0.2748735961448432,Low-Risk Preservation
36-45,0-50k,Retirement,Moderate-Aggressive,0.05280986875925486,0.12070112755531992,0.6479021644036103,0.2808636752932395,0.3619575119979168,0.979245810736256,Conservative Growth
56-65,150k+,Education,Conservative,0.5142856365323618,0.7056736481832109,0.5537693807621493,0.17771943767579124,0.05407788247574685,0.24081448146307738,Aggressive Growth
56-65,100k-150k,Wealth Accumulation,Balanced,0.7401472751518461,0.8961886102958673,0.34175231219845004,0.5855649664146025,0.2514864091102136,0.6945622024246578,High-Risk Aggressive
65+,50k-100k,Home Purchase,Balanced,0.3402797948466316,0.462530050701926,0.7881477685602899,0.3513344104458347,0.47512660732496725,0.031934590852280564,Balanced Growth
36-45,0-50k,Home Purchase,Balanced,0.004191730028746954,0.14967420205524573,0.5689488799923739,0.8204712735510178,0.04224724287631976,0.1313271292443553,Low-Risk Preservation
18-25,150k+,Home Purchase,Moderate-Aggressive,0.48289817831863724,0.8079342314222565,0.27848976133631687,0.4105673859339699,0.6017659682148342,0.8928087106154938,Conservative Growth
46-55,150k+,Home Purchase,Balanced,0.5810992814296189,0.4433477669451221,0.5486893615033145,0.035023412175786306,0.003154351598382732,0.35398480889967177,High-Risk Aggressive
46-55,150k+,Home Purchase,Moderate-Conservative,0.8470458678774955,0.5310948112996584,0.20618085165117817,0.9010876818046125,0.9173268053759158,0.14005194873281968,Balanced Growth
46-55,100k-150k,Wealth Accumulation,Aggressive,0.8737990937050601,0.39419438598829815,0.2595759091421339,0.5564666322602156,0.9871946325556815,0.09551685032763224,Aggressive Growth
26-35,100k-150k,Wealth Accumulation,Conservative,0.3466521235946314,0.046141515828757806,0.9179723113173727,0.8924157398448448,0.7428428572330537,0.503105229423534,High-Risk Aggressive
18-25,50k-100k,Retirement,Aggressive,0.49399339047887947,0.5877693156517889,0.1688206066668705,0.915350255511614,0.38846784251584043,0.7971323964886309,Low-Risk Preservation
26-35,150k+,Education,Moderate-Conservative,0.09646328785595293,0.18518041968400212,0.8767288128870745,0.751417801419116,0.04168708500929996,0.24350493456051747,High-Risk Aggressive
46-55,50k-100k,Wealth Accumulation,Moderate-Aggressive,0.18127527434900814,0.6649138223344067,0.7619499125751515,0.7209340655844053,0.703682389319239,0.7468595617657549,Balanced Growth
26-35,100k-150k,Home Purchase,Conservative,0.4427765156128216,0.2401231173256364,0.3626655665956573,0.11112154122690132,0.5086761039304893,0.8667442071915537,Aggressive Growth
18-25,0-50k,Debt Reduction,Conservative,0.629636389871462,0.7054481197076673,0.38401068956975504,0.5016139375730964,0.21920473329244194,0.6203994418332038,Aggressive Growth
46-55,100k-150k,Wealth Accumulation,Aggressive,0.6407597317735393,0.18741706609495024,0.7574461787281928,0.6081365415579889,0.6663939063919583,0.5821051244150668,Low-Risk Preservation
18-25,150k+,Debt Reduction,Aggressive,0.904077086902543,0.5188815493823973,0.39091457665024343,0.5563982818906933,0.06992810367925861,0.8681956917372722,High-Risk Aggressive
26-35,50k-100k,Home Purchase,Balanced,0.8277274661124682,0.9054820336878907,0.9196516018486753,0.07660185822395915,0.9909049661055327,0.5742861084733352,Conservative Growth
46-55,100k-150k,Home Purchase,Aggressive,0.7187667590593244,0.2023962772273452,0.5090323508359055,0.10710118174429395,0.7323215609446942,0.06582350337900489,Balanced Growth
65+,100k-150k,Education,Aggressive,0.0746188849294277,0.35428457193136986,0.9331136614923972,0.3074817638110403,0.6096292844400681,0.5821929605143987,Aggressive Growth
46-55,50k-100k,Wealth Accumulation,Aggressive,0.8053900292801126,0.1873626815379038,0.281717134326428,0.5322848373195606,0.9683731981066425,0.2876392850944549,Low-Risk Preservation
46-55,0-50k,Home Purchase,Conservative,0.6844463745355571,0.8831779517189788,0.28454011980456284,0.5354152261851053,0.26906170557605014,0.6769933180873775,Conservative Growth
56-65,100k-150k,Wealth Accumulation,Moderate-Conservative,0.02636412194622595,0.07743959910556386,0.7118889590363793,0.91118178975551,0.5635920238316412,0.30815820930054905,High-Risk Aggressive
36-45,100k-150k,Retirement,Balanced,0.004596070482393522,0.8422455745404496,0.5510662433128823,0.3325710501344362,0.9951405619763047,0.8507082737652881,Balanced Growth
56-65,0-50k,Debt Reduction,Conservative,0.4324514205057094,0.8778473245357628,0.46676817658723735,0.01775343462179979,0.663651525467601,0.5059658779025308,Aggressive Growth
18-25,50k-100k,Home Purchase,Aggressive,0.34579736689871665,0.8539513796307486,0.8361549742346518,0.30596514592239077,0.45897139963180733,0.6066001152690225,Conservative Growth
56-65,0-50k,Education,Moderate-Aggressive,0.02895544182772758,0.3671765986275404,0.024378901190403868,0.2968738428645805,0.38261405676953875,0.4642019310280032,Low-Risk Preservation
56-65,100k-150k,Wealth Accumulation,Moderate-Aggressive,0.3506663898855207,0.6692488460312498,0.70800453224772,0.6256724290654981,0.7826970110200516,0.44759133257373607,Balanced Growth
56-65,50k-100k,Education,Moderate-Conservative,0.5213182320822862,0.4391239445818308,0.710959055598566,0.5143590356843791,0.02434563529033895,0.5265014373567153,Low-Risk Preservation
26-35,150k+,Home Purchase,Aggressive,0.7238766921749029,0.7831780769487281,0.4406220131205373,0.43984590444091687,0.1602462533575324,0.08255607203061954,High-Risk Aggressive
56-65,100k-150k,Retirement,Conservative,0.35069493801170837,0.3178545164516421,0.9468887181374661,0.49538455283655436,0.2153256834632754,0.38251643029605575,Balanced Growth
18-25,50k-100k,Retirement,Conservative,0.7687430613981857,0.6009652304277063,0.98639890074616,0.8172845872920237,0.21855763978031706,0.47387457109489417,Balanced Growth
26-35,100k-150k,Education,Balanced,0.3380000077981363,0.8955996247218165,0.8951461537395204,0.06838001504835778,0.3159728438263254,0.4402749427197906,Aggressive Growth
46-55,100k-150k,Education,Balanced,0.13064913619420448,0.9944468120672925,0.7444208931906421,0.19452381485154724,0.7702059381751866,0.0014041740388882618,Conservative Growth
46-55,0-50k,Retirement,Moderate-Conservative,0.6796602575164477,0.5493703793394001,0.8113953514056609,0.9004935739322504,0.34125808138309877,0.7059212288200453,Low-Risk Preservation
26-35,100k-150k,Retirement,Conservative,0.7817380199944146,0.09886717878072859,0.8858496715821849,0.7737680391276763,0.01782829028715116,0.5608044371996501,Aggressive Growth
26-35,50k-100k,Debt Reduction,Balanced,0.8581130032376892,0.29376360079620056,0.3293325331586603,0.8955400928662703,0.7046476225234365,0.05401906903190212,Low-Risk Preservation
18-25,0-50k,Education,Balanced,0.8844560639089335,0.7261520155613346,0.619738584904202,0.8585412240965188,0.8159461679151663,0.9108925322626464,Balanced Growth
65+,100k-150k,Home Purchase,Moderate-Conservative,0.28509094830091897,0.21510875472688884,0.8372119093056133,0.26774999840809066,0.8045488425687931,0.7284172775419,Balanced Growth
26-35,50k-100k,Debt Reduction,Moderate-Aggressive,0.48504111922851745,0.9609830682934309,0.24788957967209113,0.5038615410124264,0.3643693843184279,0.6681306364921465,Aggressive Growth
26-35,150k+,Home Purchase,Aggressive,0.26424030677493215,0.4401136822328313,0.6079311839315622,0.43298449770289327,0.02883065798649509,0.0038784160172048443,Aggressive Growth
18-25,150k+,Debt Reduction,Balanced,0.6445255214087433,0.3876172593190136,0.3798440645869744,0.7898845601859407,0.5857052247594081,0.20052351590335182,Conservative Growth
46-55,50k-100k,Wealth Accumulation,Moderate-Conservative,0.24979339504127518,0.40688876917052286,0.6134767117378958,0.1131671591731036,0.9016878068101474,0.07902238758616598,High-Risk Aggressive
36-45,0-50k,Retirement,Balanced,0.0004646045867457982,0.4039761894145678,0.9076957017575027,0.5940925399161667,0.7029767173783062,0.519457500072295,High-Risk Aggressive
18-25,150k+,Wealth Accumulation,Aggressive,0.06410348582234904,0.5582960368928764,0.029046583685715,0.18474517726194517,0.3469361934056522,0.27394097931056094,Low-Risk Preservation
56-65,150k+,Debt Reduction,Aggressive,0.26789662144176163,0.8175558984420849,0.309375235888919,0.9052516461045541,0.21580836299689676,0.9454291860214953,Balanced Growth
26-35,150k+,Home Purchase,Balanced,0.43717826475880095,0.8612062975997237,0.9500571932540472,0.8981912854597662,0.3247344426658042,0.4873412378086144,Aggressive Growth
56-65,50k-100k,Retirement,Moderate-Aggressive,0.07066357509975829,0.19536243506978124,0.3027837680213472,0.727877348000571,0.9118857192035861,0.01131571226665451,Balanced Growth
56-65,0-50k,Wealth Accumulation,Moderate-Aggressive,0.06387751573653788,0.42598428968557833,0.41042678172608027,0.46237428778624035,0.5216634521017796,0.7549610759196818,Aggressive Growth
65+,100k-150k,Debt Reduction,Moderate-Aggressive,0.0011187832592097768,0.4849537347929509,0.884225945170694,0.06346892198674725,0.8546952648099944,0.37847133089513474,Conservative Growth
56-65,0-50k,Retirement,Aggressive,0.204133915032076,0.3031299407313709,0.17163174068781517,0.007479681561453955,0.3894771647397961,0.2756203832855385,Conservative Growth
36-45,50k-100k,Education,Aggressive,0.9007686736857772,0.007684394281555651,0.7596984707322701,0.5498108458689829,0.09898125647201927,0.19718054516745065,Low-Risk Preservation
18-25,50k-100k,Retirement,Moderate-Conservative,0.08631295422812757,0.2904786277820669,0.8505957772430686,0.8697132821716798,0.9369785691673209,0.3790369138478481,Aggressive Growth
65+,150k+,Debt Reduction,Conservative,0.6259636100302786,0.0957039495594274,0.13908612265794118,0.07478777841933393,0.2564110495417188,0.42529370411689493,High-Risk Aggressive
56-65,50k-100k,Home Purchase,Aggressive,0.09349577852234481,0.3616499158868134,0.6410889871921791,0.3236867614017378,0.8159613101081733,0.9818693364785612,High-Risk Aggressive
46-55,100k-150k,Debt Reduction,Aggressive,0.8855315905746991,0.19665476525024084,0.5756510711804153,0.5762935791041833,0.4290722622640768,0.01086179646823704,Aggressive Growth
56-65,150k+,Home Purchase,Balanced,0.7943009397218113,0.19295592851431043,0.9790123936297268,0.1785967640582825,0.34467677231079197,0.021187314105694077,Conservative Growth
18-25,100k-150k,Retirement,Balanced,0.9306796239718214,0.8175361208307845,0.09229130458751333,0.24848594524226375,0.6591319685811831,0.2962203453277841,Aggressive Growth
26-35,0-50k,Education,Aggressive,0.9298008723634268,0.013800936379178452,0.09655705787558388,0.6332480658622127,0.2835018452149526,0.5261639139320382,Balanced Growth
18-25,50k-100k,Retirement,Conservative,0.8074700319782634,0.2625142484904368,0.5096830906292651,0.8727657258161721,0.6941690317559934,0.549096618238088,Low-Risk Preservation
26-35,100k-150k,Debt Reduction,Moderate-Aggressive,0.31420661822970086,0.1577452530336505,0.04560640924893222,0.06430370911148497,0.4497341085887635,0.5106152437750646,Aggressive Growth
56-65,100k-150k,Education,Moderate-Conservative,0.5167628329428382,0.2667262661994575,0.6237418978219298,0.5871302474146084,0.02644321680932593,0.8650255777679627,Aggressive Growth
56-65,0-50k,Education,Conservative,0.8831788405952206,0.46440613032065925,0.9726714532842529,0.3468522639581879,0.9590138279795072,0.14763050276449652,Balanced Growth
36-45,100k-150k,Home Purchase,Balanced,0.042828499470163206,0.8986718649500373,0.06444651343083663,0.6404641450891784,0.15178366271592125,0.649071561705678,Aggressive Growth
18-25,150k+,Education,Moderate-Conservative,0.08233905568323496,0.14449118301692243,0.329122169745489,0.016480652199385215,0.8917918882001552,0.5689051479179742,Balanced Growth
18-25,0-50k,Education,Moderate-Aggressive,0.699430544196332,0.32943377736240964,0.06535298579883997,0.11629838586732844,0.7747046658748507,0.19260075420065548,High-Risk Aggressive
56-65,100k-150k,Wealth Accumulation,Aggressive,0.28720866283789137,0.8236832718218495,0.625120674732407,0.8963836072584952,0.9778862970748846,0.7401250358747828,Conservative Growth
36-45,0-50k,Education,Moderate-Conservative,0.5523744741908116,0.20417183314171605,0.5161753645791867,0.532275307139072,0.7307224411052744,0.3335575215100798,High-Risk Aggressive
65+,50k-100k,Home Purchase,Moderate-Conservative,0.8525418644912923,0.7510951067316837,0.8419167352939901,0.21609258798502573,0.12026154842723646,0.8210039785862563,Conservative Growth
56-65,0-50k,Wealth Accumulation,Moderate-Conservative,0.3824674741087206,0.8827138040370317,0.0065257319505171996,0.44148342841285715,0.9963086865632956,0.9973723725686504,Low-Risk Preservation
46-55,0-50k,Home Purchase,Aggressive,0.3832425413504933,0.706004429508165,0.0358039042838042,0.49359311405850903,0.5276762449255581,0.12870778353110957,High-Risk Aggressive
56-65,50k-100k,Debt Reduction,Aggressive,0.18561599454143551,0.08200718864032408,0.9782360709556456,0.8444153752630539,0.9826118356420644,0.7319988268324575,Aggressive Growth
65+,50k-100k,Education,Moderate-Conservative,0.0783253657354912,0.9531030182724962,0.5904397350019001,0.7153229375698817,0.9305090059367789,0.695502089624333,Balanced Growth
56-65,150k+,Wealth Accumulation,Moderate-Aggressive,0.9849821650315745,0.9160551037098147,0.40707061849755455,0.2620431417623488,0.250823174248734,0.4695628769933915,High-Risk Aggressive
18-25,0-50k,Retirement,Moderate-Conservative,0.8032777602079032,0.9288635922962506,0.8306344987938623,0.2822544227870123,0.5155964491698457,0.9402925640738109,Aggressive Growth
46-55,0-50k,Debt Reduction,Aggressive,0.17202565996061903,0.6433484103447036,0.6729289341072537,0.10997988115919843,0.2529792303044971,0.2225242958134961,Aggressive Growth
18-25,150k+,Wealth Accumulation,Conservative,0.034520217915900986,0.9997028956516553,0.6699471949826353,0.9708932854113719,0.2314975215374282,0.8102094092911479,Conservative Growth
36-45,150k+,Home Purchase,Moderate-Aggressive,0.1333304129040236,0.9722924014618298,0.791992223028279,0.8635790154808366,0.4583430371286271,0.07760701035625062,High-Risk Aggressive
46-55,50k-100k,Wealth Accumulation,Moderate-Conservative,0.0022020281111982953,0.4014260673141592,0.24470201872848418,0.9764885880306606,0.29392683410661213,0.4883013824197121,High-Risk Aggressive
36-45,0-50k,Education,Conservative,0.10541303613573627,0.26728926419532784,0.5597508557473093,0.21902971014383454,0.7553394640142865,0.1725882968758019,Low-Risk Preservation
26-35,50k-100k,Retirement,Aggressive,0.4794775073449068,0.36514078429333807,0.7366388178910412,0.9427370632633657,0.050816866624772694,0.9095546925619612,Low-Risk Preservation
46-55,0-50k,Debt Reduction,Balanced,0.019974298436065574,0.9702926787491295,0.09415413103849413,0.6677859026889645,0.8952396947048744,0.8736741137389563,High-Risk Aggressive
18-25,50k-100k,Debt Reduction,Conservative,0.750116644424425,0.9862724866396804,0.7793590807993972,0.37330122824492595,0.5753955481053981,0.6316940179392136,Balanced Growth
65+,100k-150k,Wealth Accumulation,Moderate-Conservative,0.8908968811912917,0.23249766589581256,0.6879844073714895,0.27603021966161934,0.9332242975168064,0.5536660459995614,High-Risk Aggressive
26-35,50k-100k,Retirement,Moderate-Aggressive,0.885114869587728,0.6844854920644403,0.6310354471990443,0.03246124876155265,0.31667979314468786,0.4250735217644297,Low-Risk Preservation
26-35,0-50k,Home Purchase,Moderate-Aggressive,0.14275303114507543,0.9165612113198891,0.05681112340422301,0.87011214376779,0.476924069218577,0.24955275731103854,Low-Risk Preservation
26-35,100k-150k,Education,Aggressive,0.4469269919365816,0.7126489187163543,0.8353096283154472,0.42144143654432,0.6515796425670107,0.43493546660940174,Conservative Growth
46-55,50k-100k,Home Purchase,Moderate-Conservative,0.24951084976474658,0.5892120980206206,0.7406112177813743,0.2991603308256975,0.6898459516076085,0.29745285835142266,Low-Risk Preservation
65+,50k-100k,Debt Reduction,Conservative,0.9262098382454117,0.28582779393273905,0.2043107661762723,0.22258820032081272,0.5591274762461617,0.9721973588658112,Aggressive Growth
56-65,100k-150k,Home Purchase,Moderate-Conservative,0.004513039717330081,0.5552410372193289,0.08707229169322006,0.08339998722972253,0.21517679954257318,0.3823065931176044,Aggressive Growth
56-65,0-50k,Wealth Accumulation,Moderate-Conservative,0.6745122032520716,0.25075434689311316,0.5963074963663222,0.9465210387702692,0.45680295979473606,0.7239657770674539,Balanced Growth
46-55,50k-100k,Retirement,Moderate-Aggressive,0.21750911861655176,0.9919719062688848,0.2803022539198483,0.08106344812558663,0.6410800829931668,0.08193920584843595,High-Risk Aggressive
65+,0-50k,Debt Reduction,Aggressive,0.944857727148989,0.8502383926047843,0.009678036363725662,0.19817388980375894,0.4700196105059887,0.12450927262771261,High-Risk Aggressive
36-45,150k+,Retirement,Moderate-Aggressive,0.7885888164267953,0.47053387153521864,0.2809617359582516,0.6796271845322939,0.4310761993505401,0.09138782850917171,Aggressive Growth
36-45,150k+,Wealth Accumulation,Aggressive,0.8023783039719918,0.6564026503423895,0.9277242341034593,0.21407517405682064,0.714557141448615,0.9562902465711443,Aggressive Growth
26-35,50k-100k,Home Purchase,Balanced,0.8689626360140598,0.6870426513327503,0.07957634348744058,0.6584194700867273,0.23825877456217825,0.7889609121144759,Conservative Growth
56-65,100k-150k,Retirement,Moderate-Aggressive,0.391633163322438,0.8150504693584106,0.5930864936543193,0.4313409571757445,0.8153499115405555,0.2780162925717675,Balanced Growth
36-45,50k-100k,Retirement,Moderate-Conservative,0.7872459612227649,0.6102244633598565,0.6580339198767907,0.5791665069375164,0.2964985682071125,0.8609011205713478,Balanced Growth
36-45,150k+,Education,Moderate-Conservative,0.7140107551235411,0.08494995570383501,0.725233243980521,0.7106888764517653,0.39466506989902783,0.2914221353731714,Conservative Growth
